Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel,Word family,Meaning,Onset for first letter,onset for second letter
orientation,4571,9721,assimilation,-1,2,4,None,"{'Noun': ['the act of orienting', 'an integrated set of attitudes and beliefs', 'position or alignment relative to points of the compass or other specific directions', 'a predisposition in favor of something', ""a person's awareness of self with regard to position and time and place and personal relationships"", 'a course introducing a new situation or environment']}",['orientation'],orientation
orientation,4571,13675,coordination,5,2,4,None,"{'Noun': ['the act of orienting', 'an integrated set of attitudes and beliefs', 'position or alignment relative to points of the compass or other specific directions', 'a predisposition in favor of something', ""a person's awareness of self with regard to position and time and place and personal relationships"", 'a course introducing a new situation or environment']}",['orientation'],orientation
orientation,4571,25151,adaptation,5,2,4,None,"{'Noun': ['the act of orienting', 'an integrated set of attitudes and beliefs', 'position or alignment relative to points of the compass or other specific directions', 'a predisposition in favor of something', ""a person's awareness of self with regard to position and time and place and personal relationships"", 'a course introducing a new situation or environment']}",['orientation'],orientation
orientation,4571,31343,fix,3,2,4,None,"{'Noun': ['the act of orienting', 'an integrated set of attitudes and beliefs', 'position or alignment relative to points of the compass or other specific directions', 'a predisposition in favor of something', ""a person's awareness of self with regard to position and time and place and personal relationships"", 'a course introducing a new situation or environment']}",['orientation'],orientation
orientation,4571,32446,acclimatization,-1,2,4,None,"{'Noun': ['the act of orienting', 'an integrated set of attitudes and beliefs', 'position or alignment relative to points of the compass or other specific directions', 'a predisposition in favor of something', ""a person's awareness of self with regard to position and time and place and personal relationships"", 'a course introducing a new situation or environment']}",['orientation'],orientation
orientation,4571,32463,position,3,2,4,None,"{'Noun': ['the act of orienting', 'an integrated set of attitudes and beliefs', 'position or alignment relative to points of the compass or other specific directions', 'a predisposition in favor of something', ""a person's awareness of self with regard to position and time and place and personal relationships"", 'a course introducing a new situation or environment']}",['orientation'],orientation
retain,4611,187,hold,2,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,330,keep,2,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,374,own,2,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,521,save,3,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,649,absorb,4,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,831,enjoy,1,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,1036,grasp,5,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,1516,preserve,4,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,1611,contain,3,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,1983,reserve,3,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,2788,recall,4,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,2840,maintain,4,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,3208,detain,5,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,5202,reminisce,-1,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,5459,restrain,5,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,5925,withhold,-1,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,6861,retrospect,-1,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,9472,recollect,6,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,13126,memorize,-1,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,14826,recognize,3,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,31768,mind,3,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,31890,clutch,6,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,32223,possess,5,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,32225,have,2,1,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,34830,remember,1,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,36575,husband,1,2,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
retain,4611,38353,bear in mind,3,3,2,retain,"{'Verb': ['hold back within', 'allow to remain in a place or position or maintain a property or feature', 'secure and keep for possible future use or application', ""keep in one's mind""]}","['detain', 'retain']",detain;retain
unsustainable,4396,2913,fleeting,-1,3,4,None,,['unsustainable'],unsustainable
unsustainable,4396,3516,brief,3,3,4,None,,['unsustainable'],unsustainable
unsustainable,4396,6025,unsuitable,4,1,4,None,,['unsustainable'],unsustainable
unsustainable,4396,6328,temporary,3,3,4,None,,['unsustainable'],unsustainable
unsustainable,4396,10200,unworkable,-1,3,4,None,,['unsustainable'],unsustainable
unsustainable,4396,13374,untenable,-1,1,4,None,,['unsustainable'],unsustainable
unsustainable,4396,18103,implausible,-1,3,4,None,,['unsustainable'],unsustainable
unsustainable,4396,33703,unendurable,-1,2,4,None,,['unsustainable'],unsustainable
sideways,3303,4272,aside,4,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,6488,indirectly,5,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,6935,sloping,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,7666,obliquely,-1,2,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,9257,alongside,5,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,16390,broadside,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,19413,sidelong,-1,2,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,19941,laterally,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,33008,side by side,2,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,37852,edgeways,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,38258,slanting,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,39183,slantwise,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
sideways,3303,39443,aslant,-1,3,3,None,"{'Adjective': ['(of movement'], 'Adverb': ['with one side forward or to the front', 'from the side; obliquely', 'toward one side', 'to, toward or at one side']}",['sideways'],sideways
outbreak,5880,47,beginning,2,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,130,crack,4,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,365,storm,2,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,450,break,2,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,478,burst,4,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,508,fit,3,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,530,thunder,3,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,790,roar,6,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,911,surge,5,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,922,flash,4,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,986,crash,3,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,1600,brawl,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,1790,plague,6,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,1931,dawn,5,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,2331,gush,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,2716,mutiny,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,2918,fury,6,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,3196,uprising,-1,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,3228,commotion,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,3494,explosion,4,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,4313,disorder,6,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,4452,outpouring,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,4728,revolution,4,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,5896,disruption,5,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,7016,rebellion,5,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,7244,spasm,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,8178,outburst,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,8332,onset,-1,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,8380,discharge,5,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,8760,commencement,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,9031,spurt,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,9713,sortie,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,10411,volley,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,11163,epidemic,5,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,12708,insurrection,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,19897,convulsion,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,20800,sally,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,21166,gushing,-1,3,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,32204,effervescence,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,32831,breaking,2,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,33048,tumult,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,33060,flare-up,-1,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,33242,eruption,-1,1,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,33701,rending,-1,3,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,34625,bursting,4,3,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,35921,detonation,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,36001,blowup,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,36286,ebullition,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
outbreak,5880,37084,paroxysm,-1,2,2,None,{'Noun': ['a sudden violent spontaneous occurrence (usually of some undesirable condition']},['outbreak'],outbreak
perceptive,5877,1057,wise,4,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,1123,sharp,3,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,4293,sage,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,4935,rational,5,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,5014,acute,5,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,5040,knowing,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,5521,responsive,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,6587,brainy,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,8250,intuitive,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,9388,savvy,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,9824,judicious,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,10330,insightful,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,11299,discerning,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,12120,sagacious,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,12898,discreet,6,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,15124,knowledgeable,5,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,17946,quick,2,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,21231,perspicacious,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,24182,astute,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,24462,incisive,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,27508,keen,3,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,29107,penetrative,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,31841,aware,4,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,32790,penetrating,-1,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,33149,awake,3,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,33153,observant,6,1,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,34671,wise to,4,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
perceptive,5877,38417,gnostic,-1,3,3,None,"{'Adjective': ['of or relating to perception', 'having the ability to perceive or understand; keen in discernment']}",['perceptive'],perceptive
virgin,5940,2189,pure,3,3,2,None,"{'Noun': ['a person who has never had sex', '(astrology', 'the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22'], 'Adjective': ['being used or worked for the first time', 'in a state of sexual virginity']}",['virgin'],virgin
virgin,5940,5717,stainless,-1,2,2,None,"{'Noun': ['a person who has never had sex', '(astrology', 'the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22'], 'Adjective': ['being used or worked for the first time', 'in a state of sexual virginity']}",['virgin'],virgin
virgin,5940,6367,chaste,-1,3,2,None,"{'Noun': ['a person who has never had sex', '(astrology', 'the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22'], 'Adjective': ['being used or worked for the first time', 'in a state of sexual virginity']}",['virgin'],virgin
virgin,5940,6787,unsullied,-1,3,2,None,"{'Noun': ['a person who has never had sex', '(astrology', 'the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22'], 'Adjective': ['being used or worked for the first time', 'in a state of sexual virginity']}",['virgin'],virgin
virgin,5940,34437,virginal,-1,2,2,None,"{'Noun': ['a person who has never had sex', '(astrology', 'the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22'], 'Adjective': ['being used or worked for the first time', 'in a state of sexual virginity']}",['virgin'],virgin
exclusion,6255,753,cut,2,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,1443,bar,1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,1985,segregation,-1,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,2128,ban,4,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,2797,refusal,5,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,4821,omission,-1,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,4976,exception,4,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,5341,removal,5,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,5718,elimination,6,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,5813,veto,-1,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,6712,separation,4,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,7516,suspension,5,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,8380,discharge,5,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,8675,lockout,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,9153,prevention,4,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,10035,dismissal,5,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,10338,eviction,-1,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,10539,embargo,-1,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,11672,prohibition,-1,1,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,13487,ostracism,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,18616,relegation,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,19096,ejection,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,23768,ousting,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,29540,blockade,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
exclusion,6255,31597,repudiation,-1,2,3,exclusion,"{'Noun': ['the state of being excluded', 'the state of being excommunicated', 'a deliberate act of omission', 'the act of forcing out someone or something']}",['exclusion'],exclusion
